gene_name,glu1,glu2,glu6,glu7,glu11,glu12,gly1,gly2,gly6,gly7,gly11,gly12
ihfB,7.189392105,6.38528417,6.217751076,6.084419341,6.534414015,6.222451588,6.413215359,6.297889319,6.560814243,5.883374115,6.525706798,6.313761891
ileS,8.597844841,8.818570025,8.766948872,8.790900682,9.021173804,8.572935433,7.378620457,7.762548549,8.153886956,7.886756607,8.104218484,7.243005639
ilvA,8.500364822,8.70925496,8.692702495,8.193689245,7.905653234,7.788023771,6.684750219,7.979589817,8.69158716,8.239566301,8.058663951,7.270151907
ilvB,6.730322613,5.851748877,6.67876678,5.907446474,5.078071049,4.282892008,7.661744836,7.639097947,6.864283428,6.479909768,8.283881609,7.037173238
ilvC,10.12609944,9.628076695,10.13618784,9.565912286,11.97956492,8.424560272,5.782009402,6.741830999,7.86220577,6.753010736,6.138896649,7.261159788
ilvD,9.227855326,9.294292344,9.429662397,9.191921397,8.599549604,8.604117031,7.539335409,8.527743051,8.902751091,8.655190343,8.142568015,7.439139733
ilvE,8.646392875,8.459474752,8.531659283,8.274115736,8.19444785,7.693334358,7.312525983,7.683134649,8.384215337,7.878227354,7.874625134,7.680833421
ilvG,7.343679164,6.626046311,6.725079067,6.270197766,6.749817046,6.699605844,6.111548754,6.822801166,6.878250269,6.588469157,6.900959997,6.025944594
ilvH,5.826611456,6.188479393,8.549587195,8.809011232,5.610334246,5.378839916,5.928563589,5.452391547,5.861382801,5.939113365,6.229393975,4.691164879
ilvI,6.562607989,6.667895051,6.048757831,6.465531746,6.311550086,6.628810361,5.283290913,5.314243721,5.649692845,4.893828896,5.841781919,4.691164879
ilvL,8.134245,8.052269104,8.634164131,8.004432966,7.653640905,7.988698804,8.788330522,9.164113841,8.65757366,8.966782818,8.561541556,8.439373387
ilvM,5.455936657,5.237326669,5.133008133,4.915475797,4.638541095,4.373622762,5.029750154,5.55634019,5.875378243,5.58100117,4.933060362,5.492455779
ilvN,4.85918554,4.723247491,5.057043491,4.394884337,3.916111323,3.178510131,7.01293773,6.832035059,6.176021246,5.688989598,6.661928014,5.93839744
ilvY,3.396246232,4.221796997,2.967104776,3.298080719,3.327955503,3.561648355,3.569134251,3.369365381,3.470749835,3.056677113,2.837620345,3.389035879
imp,7.436956879,8.061020205,7.586248727,7.994971547,7.94628892,8.394619013,7.047567679,7.644349048,7.436107924,6.939470829,6.887126429,6.331052743
inaA,3.738270261,4.00658169,3.608739568,4.469685116,4.818950377,4.737408822,2.838199673,2.574940804,3.470749835,3.056677113,3.238206047,3.631962725
infA,4.418685018,5.606003759,5.651338188,5.829148302,5.935053053,6.93678116,4.764189033,4.252921561,4.41250523,4.021305152,3.685185387,3.515622458
infB,9.982787546,10.51422309,10.33333614,10.97894069,10.05476334,10.9586323,9.425529761,9.895956645,9.568216281,9.903784927,9.34006968,8.594187023
infC,9.288439917,9.811950001,9.929611088,10.28547049,9.607901375,9.703591406,9.374442383,8.775187521,9.452792497,9.781811566,9.190403823,8.82527799
insA-15,0.658708418,0.04093922,-0.081165644,-0.233394293,-0.165749464,0.596683146,-1.14456266,0.57980147,0.950201861,0.778581957,-1.14456266,0.804561649
insA-22,-1.14456266,-1.14456266,-1.14456266,-0.233394293,0.408571111,-0.151607991,-1.14456266,0.10884003,0.396002577,0.261889892,-1.14456266,-1.14456266
insA-24,0.658708418,-1.14456266,1.06506632,-1.14456266,-0.021124796,0.121745392,0.639427359,0.57980147,-1.14456266,0.261889892,0.400375956,-1.14456266
insA-27,-1.14456266,0.04093922,0.328725926,-1.14456266,0.408571111,0.429826472,0.154497435,-1.14456266,0.396002577,0.261889892,0.400375956,-1.14456266
insA-3,0.169307087,1.469254964,0.864408982,0.59996766,0.3162332,0.429826472,0.154497435,1.181552541,0.396002577,0.778581957,-1.14456266,-1.14456266
insA-4,0.169307087,0.04093922,-1.14456266,-0.233394293,0.215468341,-0.328638789,0.154497435,0.915725688,0.950201861,-1.14456266,-1.14456266,-1.14456266
insA-5,-1.14456266,-1.14456266,-0.081165644,0.387042983,0.215468341,0.336426748,-1.14456266,-1.14456266,-1.14456266,-1.14456266,-1.14456266,0.804561649
insA-9,-1.14456266,0.490617291,-0.081165644,0.124258233,0.104113823,0.121745392,0.154497435,0.57980147,0.396002577,0.261889892,-1.14456266,-1.14456266
insB-1,1.50675362,1.469254964,2.816710004,2.734557267,1.654006666,2.095594769,0.983904798,1.760580758,0.950201861,1.662278962,2.27917705,2.231895253
insB-10,0.658708418,1.469254964,3.103203875,2.734557267,1.956213143,1.934570751,0.154497435,0.57980147,1.880704813,2.03916712,0.400375956,0.804561649
insB-11,0.169307087,1.777799163,3.413390689,2.888436333,1.751739463,1.580428267,1.255666409,1.760580758,1.634841947,1.863384156,1.341744444,1.458599818
insB-12,1.279535868,1.632120246,3.059257218,2.693353613,1.619835106,1.686294403,1.255666409,1.402984775,1.634841947,1.662278962,2.096977156,0.804561649
insB-13,1.005901477,2.244134095,3.546525499,2.993879944,1.68735496,1.905843576,1.845238606,0.915725688,2.271761073,1.863384156,2.27917705,0.804561649
insB-14,1.005901477,1.777799163,2.706879979,3.092095514,1.473989129,1.686294403,1.481501414,1.181552541,2.271761073,-1.14456266,1.641516703,1.898039616
insB-15,1.279535868,1.909674822,2.648628761,3.092095514,1.619835106,2.307178975,0.983904798,1.593346297,1.335513986,2.03916712,1.341744444,2.231895253
insB-16,0.169307087,1.069845507,2.388448808,1.621147031,1.221030684,1.752629909,0.639427359,1.402984775,1.880704813,1.863384156,2.27917705,0.804561649
insB-17,0.658708418,0.04093922,3.187254339,2.924453426,1.5119274,1.580428267,0.639427359,1.402984775,1.335513986,1.142112545,1.341744444,2.231895253
insB-18,0.658708418,1.469254964,2.58789945,2.312245118,1.68735496,1.876515111,1.481501414,1.593346297,2.271761073,1.662278962,1.887696574,1.898039616
insB-19,1.50675362,2.244134095,3.447847771,3.060098585,1.843055586,2.070004129,0.983904798,1.181552541,1.335513986,1.42689579,1.641516703,1.458599818
insB-2,1.005901477,1.909674822,2.706879979,2.074906101,2.134649391,1.752629909,1.481501414,0.57980147,1.880704813,1.42689579,-1.14456266,1.458599818
insB-20,1.005901477,0.490617291,2.816710004,2.36584946,1.434968744,1.686294403,1.845238606,1.593346297,1.880704813,1.142112545,1.641516703,1.898039616
insB-21,1.50675362,2.340080965,2.388448808,2.138078784,1.584796819,1.465745832,0.639427359,1.402984775,1.335513986,0.778581957,1.641516703,0.804561649
insB-22,1.005901477,2.141213121,2.706879979,2.417504478,1.221030684,1.876515111,0.154497435,1.181552541,1.335513986,0.778581957,2.096977156,1.458599818
insB-23,1.279535868,2.340080965,2.58789945,2.198546665,1.310709818,1.425280607,0.983904798,1.593346297,1.634841947,1.662278962,0.955758142,-1.14456266
insB-24,1.279535868,1.069845507,2.524469212,2.138078784,1.310709818,1.990318907,0.154497435,1.181552541,-1.14456266,1.42689579,1.641516703,0.804561649
insB-26,1.005901477,1.069845507,2.816710004,2.36584946,1.5119274,1.752629909,0.639427359,1.402984775,1.880704813,1.142112545,0.400375956,0.804561649
insB-27,1.279535868,0.813307996,2.706879979,2.417504478,1.221030684,1.465745832,0.983904798,1.402984775,0.950201861,1.142112545,1.887696574,-1.14456266
insB-28,1.50675362,1.909674822,2.238018242,2.734557267,1.751739463,1.815946525,0.983904798,0.10884003,-1.14456266,-1.14456266,2.096977156,2.728660382
insB-3,1.50675362,2.141213121,3.30476737,3.123394332,1.900776578,2.017385007,1.675275111,1.760580758,1.880704813,1.662278962,2.440603361,1.458599818
insB-4,0.169307087,1.069845507,2.868616656,2.650926218,1.434968744,1.543254621,0.639427359,0.915725688,2.089747114,1.662278962,1.887696574,-1.14456266
insB-5,1.701594873,1.284323171,3.103203875,2.607199367,1.782847418,1.296115878,1.255666409,1.909857469,1.880704813,1.863384156,1.641516703,-1.14456266
insB-6,0.658708418,1.069845507,3.059257218,3.325235785,1.473989129,1.990318907,1.996751073,1.593346297,1.634841947,1.662278962,1.641516703,0.804561649
insB-7,0.169307087,1.469254964,3.013921285,2.734557267,1.353406739,1.651898241,1.255666409,0.57980147,0.396002577,1.142112545,1.341744444,1.458599818
insB-8,1.50675362,1.777799163,3.103203875,2.81356451,1.68735496,1.84655887,0.639427359,0.10884003,0.396002577,1.662278962,1.887696574,1.458599818
insB-9,0.169307087,2.340080965,2.762849217,2.993879944,1.719920157,1.340552926,0.639427359,1.181552541,2.271761073,2.03916712,0.400375956,-1.14456266
insD,-1.14456266,0.490617291,0.626040423,1.621147031,0.718619532,1.202582163,-1.14456266,0.10884003,0.396002577,1.142112545,1.341744444,-1.14456266
insE-1,1.005901477,1.469254964,0.864408982,1.07954682,1.266618037,0.993108595,1.996751073,1.909857469,0.950201861,1.863384156,2.096977156,1.898039616
insE-3,0.658708418,1.284323171,0.626040423,0.387042983,0.718619532,0.672123583,1.845238606,0.10884003,-1.14456266,1.142112545,0.955758142,0.804561649
insE-4,1.50675362,-1.14456266,-0.081165644,0.59996766,0.493994953,0.993108595,1.255666409,0.10884003,0.396002577,1.142112545,1.341744444,0.804561649
insE-5,0.169307087,1.069845507,0.626040423,0.124258233,0.785190935,0.596683146,1.255666409,0.915725688,-1.14456266,1.662278962,1.887696574,-1.14456266
insF-1,1.279535868,0.490617291,1.393037856,1.07954682,1.353406739,1.202582163,0.983904798,1.181552541,1.335513986,0.261889892,-1.14456266,-1.14456266
insF-2,0.658708418,1.069845507,0.626040423,1.07954682,1.074094981,0.516202858,0.639427359,0.915725688,-1.14456266,1.42689579,-1.14456266,0.804561649
insF-3,1.005901477,1.632120246,0.328725926,0.124258233,1.173835043,0.516202858,0.639427359,0.57980147,-1.14456266,2.336112447,0.400375956,-1.14456266
insF-4,1.50675362,0.490617291,-0.081165644,0.938810998,1.074094981,0.743193164,0.639427359,0.10884003,0.950201861,0.261889892,0.955758142,-1.14456266
insF-5,-1.14456266,0.04093922,0.328725926,0.59996766,0.848411752,0.743193164,1.255666409,1.181552541,0.950201861,0.261889892,-1.14456266,-1.14456266
insG,2.508531198,2.594274625,3.447847771,3.742562398,2.793297826,3.496567487,2.838199673,2.891221262,3.043839098,3.135350084,3.148053403,2.501831767
insI,0.169307087,2.030199546,1.772119263,1.939368689,1.843055586,2.169695258,0.639427359,0.57980147,0.396002577,1.863384156,-1.14456266,0.804561649
insJ-1,0.169307087,1.069845507,2.069687809,2.312245118,0.3162332,0.516202858,0.983904798,0.10884003,0.396002577,1.662278962,0.955758142,-1.14456266
insJ-2,1.005901477,0.490617291,1.772119263,0.938810998,0.493994953,1.153242155,1.255666409,0.915725688,-1.14456266,-1.14456266,0.400375956,0.804561649
insJ-3,-1.14456266,1.284323171,1.878486406,2.312245118,1.473989129,1.686294403,0.639427359,0.915725688,-1.14456266,1.42689579,0.400375956,0.804561649
insJ-4,0.658708418,0.490617291,2.156357825,2.417504478,0.408571111,1.048683592,0.154497435,0.57980147,0.396002577,0.261889892,1.341744444,-1.14456266
insJ-5,-1.14456266,-1.14456266,1.977337143,2.256535936,0.573613538,0.874259721,0.639427359,0.57980147,-1.14456266,0.778581957,-1.14456266,0.804561649
insK-2,0.169307087,1.909674822,1.772119263,1.206669469,1.619835106,2.070004129,2.372776568,2.044750511,1.335513986,2.195417295,2.096977156,0.804561649
insK-3,1.50675362,2.429952245,1.239066079,2.198546665,2.060925945,2.307178975,2.478808946,2.28107207,1.880704813,2.336112447,2.440603361,2.501831767
insK-4,1.701594873,1.069845507,1.656951679,1.621147031,1.719920157,1.719858046,1.845238606,2.385922444,0.950201861,0.261889892,2.27917705,2.728660382
insK-5,1.279535868,1.469254964,2.238018242,1.789321157,1.434968744,1.962721439,0.639427359,1.402984775,1.880704813,1.142112545,0.955758142,2.501831767
insL-1,3.502538225,3.821034916,5.254591104,4.976586717,3.943439326,3.615180267,4.051405413,4.077573058,3.230082065,3.056677113,2.585564792,3.250214154
insL-2,3.601511777,4.409006535,5.67330998,5.626195006,4.70787096,4.320945934,4.514690377,4.79658715,3.230082065,3.936139379,3.051855849,2.728660382
insL-3,2.946518091,3.446128737,4.733624557,4.870183127,3.943439326,3.45801186,3.748448948,3.369365381,2.709352471,2.973436686,2.837620345,2.728660382
insL-4,2.869000612,3.569197809,5.111709151,4.735228175,4.06037777,3.606395467,3.748448948,3.317609911,3.043839098,2.790871234,2.837620345,3.389035879
insL-5,2.946518091,3.357811199,5.000223791,4.745298086,4.03519952,3.303453074,3.981429471,3.727500311,3.470749835,3.056677113,2.27917705,2.501831767
insN,-1.14456266,-1.14456266,-0.081165644,-0.233394293,1.124904303,1.580428267,0.154497435,-1.14456266,0.950201861,0.778581957,0.400375956,1.898039616
intB,4.049878631,3.569197809,4.137769358,4.432769881,4.202851886,4.271832312,5.750823195,4.077573058,3.912490909,3.845618938,3.974275373,4.18247159
intD,2.024617477,3.78764548,3.833747712,4.302408495,3.618344088,4.548752532,3.789992042,2.660811997,2.829743201,3.412926304,2.27917705,3.096523317
intR,0.169307087,1.469254964,0.626040423,2.074906101,1.473989129,2.875744589,0.639427359,0.915725688,0.950201861,0.778581957,0.400375956,-1.14456266
ipk,4.418685018,4.889726544,4.691171905,4.683795876,4.822632178,4.729348391,2.838199673,3.369365381,4.78302168,4.101715412,4.214925963,2.92436909
iscA,5.180234943,6.068619941,6.509973785,6.184002778,6.486490296,6.262092259,6.780505291,6.485129644,5.495119924,5.538326013,6.324847044,5.066434401
iscR,3.22043646,5.134933992,5.764833674,5.63163286,5.056346889,5.688319863,6.816091887,6.317745517,5.280499269,6.574457958,5.467161735,5.610451078
iscS,6.386721794,7.523933446,8.150794759,8.001286049,7.71086971,7.788508604,8.454291115,8.179103673,7.114878,7.189750752,7.683773239,6.582761025
iscU,5.429275615,6.528459683,6.721568892,6.43786512,6.691627708,6.747273225,7.871990278,7.279517866,6.560814243,6.629704319,7.00709776,5.693015926
ispA,4.712089729,5.187038812,7.517066154,8.367505221,5.153090459,5.456564629,5.890915105,5.131840795,5.028263183,5.917075436,4.421078721,4.256775916
ispB,5.063720883,5.389615336,5.143540818,5.344297439,5.881353995,5.704853538,4.118139092,5.11680583,5.237798669,4.64835278,5.03696381,4.520742021
ispC,3.502538225,4.705491563,4.073089259,4.619552847,4.427454876,5.03421082,2.988868548,3.64597429,3.739474064,3.979351652,3.238206047,2.231895253
ispD,2.869000612,4.430786254,3.341894942,3.982953598,4.789152562,5.65041129,3.364239935,2.660811997,2.577877013,1.42689579,2.27917705,1.458599818
ispF,4.014420386,4.318439392,4.11653034,4.432769881,4.022443418,4.197798139,2.669780771,3.317609911,3.043839098,3.209933256,2.585564792,2.92436909
ispG,6.663271238,7.5163175,7.977687432,8.223702079,7.391486051,7.392755781,5.94702566,6.50835478,6.708837597,7.138293848,6.552247387,6.313761891
ispH,6.225636365,6.58294724,6.400081786,6.590852833,6.080502038,6.435564558,5.146192008,5.101612473,4.59278618,5.303669048,5.246531873,4.636565409
ispZ,1.279535868,2.141213121,2.156357825,1.707779131,2.293045961,2.307178975,1.996751073,1.181552541,0.950201861,1.42689579,1.887696574,2.231895253
ivbL,6.719361574,6.811722281,7.134403137,5.942871973,5.027926181,5.274704242,7.01293773,7.185391515,6.898950223,7.300291948,6.534608025,6.733407965
katE,3.156702039,1.632120246,1.531325051,1.528716401,2.547210833,1.340552926,3.86964614,2.660811997,2.089747114,2.885061637,4.214925963,2.728660382
katG,7.977476653,7.005512748,7.338385105,7.131568304,6.974900122,6.218139041,6.840983945,6.808838553,6.939479849,7.623121844,7.888578364,7.215338757
kbaY,0.169307087,0.490617291,-1.14456266,-1.14456266,-1.14456266,-0.328638789,-1.14456266,-1.14456266,0.396002577,-1.14456266,-1.14456266,-1.14456266
kbl,7.690904444,6.518327893,7.345244108,7.137313545,7.060001557,5.932496967,7.533239088,7.013430133,6.008335931,7.226053798,8.235571151,7.39871204
kch,7.589212238,7.929575536,11.75426951,12.25862118,6.10941891,5.299411508,11.72620058,12.36697885,9.6272997,11.02466024,10.20957665,10.34908676
kdgK,3.86315489,2.244134095,2.918707025,2.198546665,3.115799972,2.120729452,1.845238606,2.891221262,2.089747114,2.03916712,3.551059262,3.739595723
kdgR,4.215152564,4.494217894,4.571445375,4.694230158,4.115469666,3.716615922,3.705671164,3.841735214,3.470749835,3.280832743,3.051855849,3.515622458
kdgT,1.872409522,0.813307996,1.239066079,1.322734996,0.573613538,0.874259721,0.639427359,0.57980147,-1.14456266,0.261889892,0.400375956,1.458599818
kdpA,2.161956914,0.04093922,-0.081165644,0.59996766,0.848411752,0.429826472,6.159833059,4.196810065,0.396002577,0.778581957,3.051855849,5.185303861
kdpB,2.024617477,1.469254964,0.626040423,1.939368689,1.619835106,0.336426748,6.018598109,2.741810914,0.396002577,0.261889892,2.096977156,3.515622458
kdpD,3.694112533,3.214239589,3.668374493,2.650926218,3.456937476,3.142459379,6.119709205,3.60341114,2.940786701,2.581544051,3.323031869,4.327436117
kdpE,0.658708418,0.490617291,0.626040423,0.938810998,0.966163097,0.810426666,-1.14456266,0.10884003,0.950201861,1.863384156,0.400375956,-1.14456266
kdsA,5.676006601,5.751508666,4.904382146,5.427937421,6.599154844,5.566952698,4.610486392,4.990526226,5.583029683,5.38620321,4.761658349,4.691164879
kdsB,5.114812233,5.634427502,5.205170965,5.626195006,5.522528777,5.277470487,5.113871063,4.870163406,5.101543425,5.234063128,4.905871111,4.394793315
kduD,2.508531198,1.909674822,1.977337143,1.789321157,1.782847418,2.095594769,2.478808946,2.28107207,2.709352471,2.03916712,2.440603361,0.804561649
kduI,1.279535868,0.04093922,-0.081165644,0.387042983,0.785190935,0.336426748,1.996751073,0.10884003,1.335513986,-1.14456266,1.641516703,-1.14456266
kefA,5.080953227,5.486353063,5.552058768,5.642447453,6.061935505,5.845701357,3.90787948,4.699000984,5.053105965,4.700905348,4.123430944,4.394793315
kefB,5.360383837,6.011975723,5.59105596,6.015381089,5.243750483,5.80026318,5.460814569,5.578456755,5.125165448,5.688989598,5.224694762,5.429629227
kefC,2.024617477,2.997317952,3.103203875,3.184015617,2.936588225,2.471943915,2.258187993,2.574940804,2.271761073,2.464111871,3.403127684,2.728660382
kgtP,6.202207582,5.273924334,5.27389456,5.553571575,4.378257991,6.022632,7.146732906,7.065247972,6.070484925,6.180235641,7.198478159,7.158360488
kptA,1.279535868,1.469254964,1.656951679,0.780805482,1.751739463,2.017385007,1.845238606,1.909857469,0.950201861,1.662278962,1.887696574,2.231895253
ksgA,3.940772686,4.857932964,4.676738632,5.506992,5.034290474,5.334368773,3.661582857,3.60341114,4.59278618,4.285058031,3.685185387,3.515622458
lacI,3.339999835,3.263708482,2.706879979,2.888436333,2.990117586,3.818992708,3.789992042,3.208145339,3.139979739,2.790871234,3.238206047,3.515622458
lacY,-1.14456266,-1.14456266,-0.081165644,-1.14456266,-1.14456266,0.516202858,-1.14456266,0.10884003,-1.14456266,-1.14456266,-1.14456266,0.804561649
lacZ,0.658708418,0.490617291,1.06506632,0.124258233,1.021243697,0.516202858,1.481501414,0.57980147,2.433038119,1.42689579,1.887696574,-1.14456266
lamB,9.465326602,9.231335516,8.549587195,8.725661125,8.680632473,8.152838275,12.17937975,11.41754741,11.77835995,11.89044568,12.53755789,11.23778621
lasT,2.869000612,2.141213121,1.656951679,2.467348851,2.617090305,2.919055408,1.845238606,2.81846539,1.880704813,1.42689579,0.955758142,1.898039616
ldcA,2.869000612,2.741607747,0.864408982,2.36584946,2.699886861,2.831082646,1.996751073,2.741810914,2.271761073,2.03916712,2.440603361,2.231895253
ldcC,3.020056016,2.66984026,2.524469212,3.453809343,2.936588225,3.166593538,3.470333633,3.089641103,2.577877013,3.348396791,4.025729113,2.231895253
ldhA,5.836790421,4.775239862,4.38868146,4.14392163,6.025667542,4.368440876,5.70816423,5.52251621,4.523355236,4.751609612,5.246531873,4.18247159
ldrA,0.658708418,1.777799163,0.626040423,0.780805482,0.648269063,0.336426748,2.133511042,1.593346297,1.634841947,2.336112447,1.887696574,3.839737144
ldrB,0.658708418,0.813307996,0.328725926,0.387042983,-0.021124796,0.336426748,0.154497435,1.593346297,1.634841947,1.142112545,1.641516703,1.458599818
ldrC,0.169307087,0.490617291,0.626040423,0.780805482,0.493994953,0.516202858,-1.14456266,1.402984775,1.335513986,0.778581957,0.955758142,3.096523317
ldrD,3.978067213,3.853667527,3.608739568,3.47819954,2.936588225,2.412372376,4.633472821,4.79658715,5.804002326,5.740096078,5.783231111,6.242448363
ldrE,3.552876099,2.809943836,2.458083344,3.027371501,2.778146992,2.601958204,4.563383936,4.550232955,5.028263183,4.824471917,5.467161735,5.259434137
lepA,6.525333481,6.927266538,7.196407655,7.875167136,6.889735507,7.38572336,5.992172829,6.128359089,6.898950223,6.509666989,6.150524188,5.666016025
lepB,6.186374297,7.009134964,6.852506405,7.236997588,6.901965524,7.213725463,5.618864195,6.019408504,6.586563728,6.142744641,5.289238564,5.185303861
leuA,6.668979431,6.136433883,6.481201244,6.209679364,5.998262288,6.032489955,6.452511412,5.994951542,6.326228843,5.67592496,6.489542291,4.981370547
leuB,7.69650447,7.464490398,7.859695954,7.593873441,7.160861726,6.647104957,6.465375776,6.650835919,7.5231285,6.734228408,6.578308506,5.693015926
leuC,8.136306736,7.534025901,7.729441345,7.340234193,7.258529909,6.775918138,6.770174347,6.929888542,7.910577287,7.065029725,7.147168118,6.462389696
leuD,8.279371974,7.976585535,8.501275283,7.875167136,7.67007902,7.314793801,7.38201663,7.803023913,7.886594249,7.574674612,7.892045687,7.196594933
leuL,6.640209887,6.068619941,7.624341356,6.711296964,6.055693175,6.699605844,7.524046032,8.121903862,7.531990496,6.998377999,7.622474099,5.638501087
leuO,1.005901477,0.813307996,0.626040423,1.429612449,1.173835043,0.743193164,1.675275111,2.167844039,0.396002577,1.662278962,0.400375956,-1.14456266
leuS,7.845081031,8.171819337,8.086754181,8.539343997,8.380440026,7.921326505,7.496110067,7.463071865,7.233712765,6.588469157,7.019832321,6.462389696
lexA,6.480593228,6.961321569,6.820048822,7.032284036,6.769974875,6.831556131,7.713882737,7.272752291,6.754985725,7.673285381,7.069675375,7.331574666
lgt,4.014420386,4.27092816,3.447847771,3.722295367,4.368213852,4.487936883,2.838199673,3.026504243,3.314863079,3.135350084,2.440603361,2.231895253
lhr,4.523263489,4.063473801,4.733624557,4.274859093,5.12056163,4.132038688,4.438419863,4.077573058,3.857096996,3.845618938,3.974275373,3.096523317
ligA,5.2428183,5.454822583,5.583340411,5.721071379,5.578030307,5.562423475,4.464294359,4.738831449,4.48734413,4.285058031,4.699676686,3.739595723
ligB,2.508531198,2.340080965,2.918707025,2.515506793,1.584796819,2.193556411,4.563383936,4.167913085,3.043839098,2.464111871,3.619684692,4.021274137
ligT,1.50675362,2.244134095,1.239066079,1.429612449,1.221030684,1.651898241,0.983904798,1.402984775,2.433038119,0.778581957,0.400375956,1.458599818
lipA,6.900100562,6.31678494,6.237548386,5.866524401,7.225544866,5.932496967,6.018598109,6.413122808,5.665888136,5.982204203,6.823179408,6.242448363
lipB,2.700105232,2.030199546,2.315226014,2.607199367,3.466395889,3.190328614,1.996751073,1.760580758,0.396002577,2.464111871,1.887696574,-1.14456266
livF,4.776976412,5.777229285,5.979906869,5.52463608,4.115469666,4.811815985,4.242993251,5.416007875,5.616746336,4.981402413,5.0618107,4.520742021
livG,4.151299554,4.951285027,5.011768237,4.976586717,4.252845728,4.624596057,3.661582857,4.658038861,5.028263183,4.319084827,4.214925963,4.021274137
livH,4.391310335,4.792162222,3.909816478,4.652032155,3.285821567,4.593848038,3.470333633,3.913148221,4.691039172,3.348396791,3.148053403,1.898039616
livJ,7.136813524,8.479196631,7.762270099,8.171462766,5.438657178,7.4354841,8.995411866,8.825752243,8.559135827,7.89523573,8.971898364,7.618829097
livK,5.846898061,6.654079919,6.043144113,6.341612216,5.471855846,6.299312469,6.221796616,6.388299054,6.595045759,5.566915939,6.138896649,5.024529565
livM,4.548264225,6.09612923,6.151466521,6.135070191,4.552464448,5.116852117,5.239023665,5.340365757,6.106528416,4.824471917,4.985947661,4.459142826
lldD,4.936959574,5.249629364,3.546525499,4.260884348,2.731706882,4.082255178,5.498854764,4.594327311,3.965832754,4.593811949,6.18485484,4.936879918
lldP,6.865718979,5.99746018,6.261918976,6.301237832,2.547210833,3.716615922,5.871715865,5.511062968,5.028263183,5.197958528,6.507737866,6.625431076
lldR,4.049878631,4.221796997,3.934305241,3.616444367,1.124904303,2.846125329,4.805254016,4.738831449,4.01726939,3.698181102,6.18485484,5.397159016
lnt,2.787044417,3.645757877,3.638865955,3.982953598,3.793808405,4.315570791,2.258187993,2.81846539,2.271761073,2.690038402,2.440603361,2.501831767
lolA,5.429275615,5.148137736,5.254591104,5.255507037,5.302929802,4.804162028,5.618864195,5.684222053,5.280499269,5.622449959,4.667657167,4.579816561
lolB,3.020056016,3.947349768,3.481498342,4.174064352,4.719766935,4.174231391,1.675275111,3.150115972,3.139979739,3.412926304,2.837620345,1.898039616
lolD,4.014420386,5.108158227,4.632551095,5.059626753,4.596145083,4.963822372,2.577489015,4.167913085,4.01726939,3.280832743,3.551059262,1.898039616
lon,3.738270261,3.607987039,3.514379414,3.616444367,3.716692358,3.367284569,3.364239935,3.559550295,3.230082065,2.885061637,3.747834198,2.92436909
lpdA,10.14874454,10.14350952,9.632054835,9.758386602,9.909704486,9.50210864,9.514090674,9.862552836,9.607523547,9.509133497,10.31601608,9.397019937
lplA,4.776976412,4.594103225,4.523854001,4.159071813,4.642712925,4.209438531,4.016842324,4.333193505,4.333566771,4.101715412,4.731000545,3.389035879
lpp,12.65065863,12.22457481,12.21408607,12.06310106,12.581009,11.54579797,12.22311458,12.45094297,12.98442182,13.3299544,13.55696512,13.61966985
lpxA,5.915735341,6.136433883,6.01474308,6.489686629,6.727411366,6.125998809,5.607302714,6.043457728,5.728910005,5.950007348,5.870189581,4.890972848
lpxB,4.597001437,4.966272643,5.143540818,5.153347858,5.44105402,5.307554096,4.784867708,4.957149614,5.301384668,4.67486849,4.16990457,4.981370547
lpxC,9.998173398,9.688623097,9.487641153,9.524132285,9.843195504,9.648570891,9.779791717,10.21728056,9.819609349,10.24740796,10.49369388,10.08434185
lpxD,8.111369284,8.464760337,8.49820139,8.692876236,8.447532521,8.551957266,8.010086022,8.220123233,8.492598948,8.930117472,8.530731652,8.192149641
lpxK,3.822718504,4.808888284,5.235025783,5.52463608,5.167637184,5.085624895,4.21277922,4.046155423,4.250052949,3.936139379,3.747834198,3.250214154
lrhA,8.226161384,8.285207199,8.463949105,8.168660224,7.403210265,7.001780969,8.532777192,8.611902243,7.78646453,7.855233036,8.216338014,7.870152458
lrp,9.470238606,9.280121096,9.572411463,9.343333323,9.506283869,8.417054626,10.28189337,10.09268986,9.262245107,9.499896931,10.50222691,9.063729711
lspA,6.386721794,6.3109271,7.118476481,7.098572558,6.165569731,5.135268969,5.881347426,6.343802331,6.578031531,6.950361684,6.461811247,5.982835062
ltaE,5.063720883,4.318439392,3.833747712,4.1131348,4.484356959,4.010866402,4.514690377,4.384327196,4.691039172,4.621340262,5.330716994,4.520742021
lysA,3.86315489,3.821034916,3.266654798,4.159071813,4.488998946,3.524820634,2.133511042,2.385922444,2.433038119,1.662278962,0.955758142,2.728660382
lysC,6.586933137,7.153596751,6.881106688,6.610261779,7.183223872,7.057555797,4.563383936,5.232913077,5.847250244,5.46426915,5.371035859,5.146759137
lysP,4.955764907,6.3109271,5.606364341,6.115798982,6.143665299,6.347491135,2.915514321,4.077573058,4.333566771,3.891590314,3.238206047,4.18247159
lysR,1.005901477,2.244134095,1.239066079,2.008769244,2.227319223,1.686294403,2.372776568,1.181552541,2.433038119,2.195417295,0.955758142,1.458599818
