gene_name,glu1,glu2,glu6,glu7,glu11,glu12,gly1,gly2,gly6,gly7,gly11,gly12
lysS,7.357884443,7.642952198,7.543151379,8.005480414,8.108482982,7.693334358,5.782009402,6.043457728,7.338456736,5.971551565,6.240317164,5.693015926
lysU,4.620765799,4.650872841,4.87939229,4.78488886,5.921385449,4.811815985,3.748448948,3.089641103,3.314863079,3.698181102,2.717142687,4.10412621
lyxK,-1.14456266,1.069845507,1.06506632,1.707779131,1.434968744,0.336426748,1.675275111,2.81846539,3.857096996,1.863384156,0.955758142,2.728660382
maa,1.701594873,1.632120246,2.069687809,2.734557267,2.650787194,3.524820634,1.255666409,0.10884003,0.950201861,0.261889892,-1.14456266,-1.14456266
macA,3.978067213,4.632196912,4.028297391,4.218128117,4.642712925,4.502200706,4.587127522,4.384327196,3.676850297,4.352326751,3.865501508,4.256775916
macB,3.738270261,4.091098885,4.158699829,4.14392163,4.285236677,4.226724686,3.470333633,3.419321637,3.043839098,3.936139379,3.238206047,2.92436909
maeB,7.232432256,6.492682661,5.938171966,5.920833192,5.571481788,5.525668414,6.889515478,7.076946171,6.777517761,7.198912515,7.719340249,7.129004626
malE,10.49726036,10.00025969,10.08554432,10.24856782,9.000605397,8.45816545,12.97773305,12.33871238,11.61124251,12.30491116,12.8346275,10.5672382
malF,6.840649157,6.450677769,5.583340411,5.871129049,5.538285681,5.698675597,8.949225623,8.553091543,8.472024409,8.166726798,9.07769144,7.305570173
malG,5.653148175,5.577008641,4.316023771,4.804283926,4.897854763,4.889821164,8.063940042,7.103878633,7.733666956,7.82596497,8.235571151,7.261159788
malI,3.020056016,4.294879557,4.617515752,4.23252161,2.808289868,3.303453074,3.981429471,2.574940804,2.271761073,3.533896365,0.955758142,2.231895253
malK,8.729317175,7.921909717,7.715392056,7.397211249,6.329771516,5.424478782,9.264658934,9.336221861,9.317107279,9.484057767,9.85809677,8.604888442
malM,6.845698095,6.658699678,5.205170965,5.902956485,6.258183639,6.12906479,8.909770534,8.444401966,9.157335349,9.468042773,9.112290636,8.470913958
malP,12.09996005,12.36599609,12.90154785,13.20973259,12.2763733,11.14238995,14.06254545,13.15940368,11.45925673,12.45989516,12.35442056,10.58985934
malQ,9.833852571,9.565492714,9.02650035,9.357758962,9.879651897,9.493659381,10.76870821,10.19910806,9.688028346,10.24630369,10.42115156,9.38672144
malS,6.480593228,5.851748877,5.818399383,5.866524401,6.856905188,5.580455655,8.061824041,7.571793774,7.048491384,7.070031467,8.043153747,6.108481238
malT,6.762714733,5.99746018,6.318781572,5.68491281,6.413922839,5.534945356,6.977456027,7.188989427,6.739766452,6.36251147,7.509632422,6.55359663
malX,3.781113532,2.141213121,2.238018242,2.074906101,2.83781076,2.831082646,2.669780771,2.81846539,2.271761073,2.464111871,2.717142687,1.898039616
malY,3.738270261,2.809943836,3.30476737,3.027371501,3.778712156,3.142459379,3.418265311,3.263920196,3.314863079,3.412926304,3.403127684,3.739595723
malZ,7.007624682,6.602261516,6.003224231,6.100194483,7.298067281,6.022632,7.554464448,7.10768541,6.799703285,6.689427962,7.416397346,6.331052743
manA,4.497821511,4.574672154,3.668374493,3.982953598,5.362307803,4.215223654,3.830369867,4.167913085,3.314863079,3.936139379,4.421078721,3.389035879
manB,1.50675362,2.030199546,1.531325051,1.621147031,1.956213143,1.990318907,0.983904798,2.167844039,0.396002577,0.778581957,0.955758142,0.804561649
manC,0.658708418,2.340080965,1.656951679,3.47819954,1.900776578,3.448209222,3.058650775,3.026504243,2.709352471,3.209933256,2.27917705,2.501831767
manX,7.558790302,6.919588328,7.208996518,6.53681591,7.485620753,5.982512381,6.393158502,6.201432379,6.274360293,6.961170937,6.948358838,6.047025682
manY,7.446958373,6.681579139,6.942703125,6.351531693,7.344252859,6.197841584,6.386410434,6.369396836,6.263758977,6.410623175,6.740965088,5.719519721
manZ,8.24347975,7.360574506,7.622460424,7.060779265,8.220490449,7.009287921,7.467622451,7.563502134,7.682847844,8.221698288,8.436522172,7.561383955
map,6.286314327,6.466573275,6.783481255,7.209991363,7.066225098,6.602581234,5.822569141,5.838804605,6.045945687,6.370642342,6.115356573,5.796228829
marA,1.701594873,0.813307996,1.531325051,1.322734996,2.035469178,1.784647728,-1.14456266,-1.14456266,2.271761073,0.778581957,0.400375956,-1.14456266
marB,-1.14456266,-1.14456266,-0.081165644,0.387042983,0.573613538,0.121745392,-1.14456266,-1.14456266,0.396002577,-1.14456266,0.400375956,-1.14456266
marC,1.872409522,2.594274625,3.266654798,3.999884323,2.650787194,3.067521505,3.30810401,2.483565826,3.139979739,3.474683089,1.641516703,2.231895253
marR,-1.14456266,1.284323171,1.239066079,1.322734996,1.5119274,2.070004129,0.154497435,0.10884003,0.950201861,1.142112545,1.641516703,-1.14456266
mazG,4.049878631,4.66930994,4.219726587,4.755298157,4.945907997,5.050475489,4.514690377,3.208145339,3.611376894,4.319084827,3.403127684,3.250214154
mcrB,0.169307087,1.777799163,3.103203875,2.77460641,2.454749665,2.412372376,2.133511042,1.760580758,2.829743201,2.464111871,1.641516703,2.728660382
mcrC,0.169307087,0.04093922,1.393037856,-0.233394293,1.266618037,1.202582163,1.675275111,1.181552541,1.335513986,1.142112545,-1.14456266,1.458599818
mdaB,3.396246232,3.214239589,3.958384548,4.081675695,3.418469026,2.947218415,2.577489015,2.044750511,3.043839098,2.790871234,2.440603361,2.728660382
mdh,8.260592685,7.546542986,7.024745407,6.885259007,7.153573554,7.019236809,8.550995125,8.398524756,8.492598948,8.287591994,9.487166697,8.806858094
mdlA,3.738270261,3.7534632,3.577968833,3.839826347,4.139294623,4.394165992,2.669780771,2.960458629,3.470749835,3.135350084,2.717142687,3.096523317
mdlB,3.822718504,3.7534632,3.481498342,3.428998246,3.996587238,3.57070982,2.577489015,3.208145339,2.433038119,3.798131235,3.619684692,3.515622458
mdoB,4.151299554,4.063473801,4.705462124,4.420251683,4.770211299,5.189149146,3.364239935,3.467600001,5.053105965,3.348396791,4.07540813,3.839737144
mdoD,5.2428183,4.920834237,4.539892996,4.906530356,4.723710549,5.15946455,3.981429471,4.108320124,4.659026421,3.698181102,3.807869657,3.933364168
mdoG,5.273120228,6.068619941,5.184918799,5.843278069,5.881353995,6.348806731,4.678374611,4.699000984,5.301384668,5.023272408,4.821085097,4.520742021
mdoH,6.11289192,7.023533563,6.918379226,7.425660285,6.808536951,7.045436558,5.130122075,5.944757397,6.73209618,6.588469157,6.091425986,5.960787357
melA,0.169307087,1.069845507,1.06506632,0.780805482,1.473989129,1.153242155,2.372776568,2.483565826,2.940786701,1.863384156,2.440603361,1.458599818
melB,0.169307087,0.813307996,1.06506632,0.938810998,1.654006666,1.505047819,1.675275111,1.593346297,0.396002577,0.778581957,3.323031869,1.458599818
melR,4.597001437,4.574672154,4.705462124,4.469685116,3.174739649,1.048683592,5.146192008,4.594327311,4.812423203,4.478120255,3.807869657,4.021274137
menA,2.161956914,2.741607747,2.648628761,2.198546665,2.15839243,2.784981838,1.675275111,2.044750511,0.396002577,2.03916712,1.341744444,1.458599818
menB,4.548264225,4.857932964,4.33453446,4.288699623,5.126530795,3.900272783,3.981429471,3.559550295,3.739474064,4.062071252,4.458993237,3.739595723
menC,4.597001437,4.409006535,4.38868146,4.174064352,5.138395516,4.299324022,2.915514321,3.317609911,3.739474064,3.590767972,3.920915173,3.250214154
menD,3.281461771,2.937542598,2.918707025,3.453809343,3.755766735,3.41839379,2.988868548,2.574940804,3.230082065,2.464111871,2.585564792,1.898039616
menE,3.22043646,3.529333577,4.297272236,3.876963743,4.197188415,3.408316295,2.133511042,3.317609911,3.230082065,1.662278962,2.440603361,2.728660382
menF,3.020056016,2.741607747,2.315226014,2.36584946,3.285821567,3.387946846,1.845238606,2.483565826,1.335513986,2.195417295,1.887696574,1.458599818
menG,8.628927482,8.303022202,8.935500067,9.014434214,8.300207751,7.757641378,9.189122979,8.836114932,7.588303423,8.7517338,8.696551872,8.243274542
mepA,3.156702039,4.873917376,4.733624557,5.010378652,4.966021965,4.994410474,2.669780771,3.317609911,3.912490909,3.590767972,2.717142687,3.250214154
metA,4.391310335,3.821034916,5.011768237,4.159071813,3.740264039,3.467748119,3.364239935,3.766594532,4.161399886,4.177873934,3.323031869,3.631962725
metB,3.552876099,3.446128737,3.481498342,3.123394332,3.601278769,3.80370859,1.675275111,2.960458629,2.271761073,2.690038402,3.051855849,2.92436909
metC,5.16415538,4.936140006,4.691171905,4.619552847,5.483529737,4.823221279,4.330010862,4.196810065,3.470749835,3.533896365,3.807869657,3.631962725
metE,11.25639338,10.95595235,11.75244318,10.75062255,10.83618269,10.13955063,7.250707499,8.516332493,9.155902818,8.283291488,7.992369916,8.274889904
metF,2.869000612,2.937542598,3.725636131,2.562090015,3.922992093,3.398167653,1.845238606,2.741810914,2.829743201,2.03916712,1.341744444,2.231895253
metG,6.480593228,6.263187842,5.702094593,5.866524401,6.769021339,6.554360579,5.297749802,5.11680583,5.875378243,5.14204823,5.783231111,4.459142826
metH,8.806438858,9.239838813,9.16151146,9.180373666,9.069605898,9.084169821,8.489352116,8.924017268,8.794599551,9.194539491,9.091329245,8.435381886
metI,4.215152564,4.063473801,4.602321954,3.801705643,4.570095835,3.716615922,3.249685166,3.559550295,4.373576347,3.590767972,4.07540813,2.501831767
metJ,3.694112533,4.118204203,4.586966324,4.469685116,4.727643406,4.463845645,3.520582185,3.687314521,3.676850297,3.979351652,4.123430944,3.839737144
metK,6.741200999,6.263187842,7.322252798,6.43786512,6.7254465,5.688319863,4.514690377,5.391232005,6.242319721,5.083882748,4.959746448,5.397159016
metL,5.046280139,5.662301959,6.177322263,5.587544969,5.956990372,4.974090664,4.051405413,4.57244871,5.439681725,4.871078557,5.011681315,4.459142826
metN,2.787044417,2.997317952,3.103203875,2.36584946,3.06684059,3.015295573,1.675275111,2.483565826,2.709352471,2.03916712,2.948738551,2.728660382
metQ,8.647838825,7.994968848,8.348079194,7.635063172,8.59229045,7.348723231,6.870298332,7.309576354,7.767829283,8.044999004,7.856991653,7.348654183
metR,2.607531025,1.284323171,-0.081165644,0.387042983,1.39479921,1.250163792,0.983904798,1.181552541,0.950201861,2.03916712,0.400375956,1.458599818
mfd,6.053033393,6.226317186,6.604480931,6.135070191,6.361748123,5.763247867,5.535917459,5.838804605,5.902968244,5.801533629,5.768214385,5.363940975
mglA,5.876802865,3.645757877,2.918707025,2.562090015,2.852345945,3.588663291,7.10623913,6.461524473,7.491675669,6.441828739,7.164475025,6.242448363
mglB,10.01002775,7.918061479,7.414274092,7.304935573,5.75989992,5.441844415,11.07784641,10.48064612,10.6990887,10.63557412,11.63862053,10.60237394
mglC,4.471922423,3.529333577,2.069687809,2.993879944,2.778146992,3.178510131,6.331258485,6.270981961,7.388108395,6.588469157,6.560986841,5.845191817
mgsA,6.11289192,5.794125061,5.598730459,5.530469802,5.70909826,4.713091073,6.053095275,6.581353651,6.070484925,5.950007348,6.18485484,6.242448363
mgtA,5.374427949,6.888460188,6.426194604,6.841350744,6.020868998,7.434864824,6.706585126,7.224483483,7.02984289,5.622449959,6.823179408,6.693857625
mhpA,-1.14456266,-1.14456266,-1.14456266,-0.233394293,-0.165749464,0.121745392,-1.14456266,0.915725688,0.396002577,-1.14456266,0.400375956,-1.14456266
mhpB,0.169307087,0.04093922,-0.081165644,0.124258233,0.3162332,0.672123583,1.481501414,0.10884003,0.950201861,0.778581957,-1.14456266,1.458599818
mhpE,2.161956914,0.04093922,1.531325051,1.07954682,1.843055586,1.38357723,1.675275111,1.760580758,0.950201861,1.142112545,1.341744444,0.804561649
mhpF,0.658708418,0.490617291,0.626040423,0.780805482,1.021243697,0.516202858,0.639427359,1.181552541,-1.14456266,0.778581957,1.341744444,-1.14456266
mhpR,5.317411886,4.951285027,5.552058768,5.337658133,2.009543656,2.875744589,6.795864303,6.736923511,5.744244456,5.992778751,6.461811247,6.653192364
mhpT,1.005901477,0.490617291,-0.081165644,1.07954682,0.648269063,0.672123583,1.481501414,0.10884003,-1.14456266,0.778581957,0.400375956,-1.14456266
miaA,7.673972749,7.173102069,7.690471697,8.063961826,7.576714791,7.138893925,6.79076278,6.514103108,5.875378243,6.198621981,6.283201151,5.915654518
minC,4.548264225,4.554975603,4.259020946,4.2035894,5.135438474,4.620243429,4.150381458,4.333193505,3.857096996,4.416595346,3.685185387,3.839737144
minD,6.414171237,6.175642989,5.174685065,5.446569132,6.579709576,5.838227027,4.921866334,5.327363875,5.681903612,6.084615407,6.017155953,5.185303861
minE,4.797972256,4.775239862,3.958384548,3.742562398,4.866095761,4.004197595,4.539242739,4.973934478,4.924377676,4.960002543,5.086236747,4.691164879
mioC,4.597001437,4.995788521,5.651338188,5.66913444,5.182038652,6.481866746,5.395096157,5.403673137,4.066932431,4.847963526,4.342119852,4.691164879
mipA,5.629921676,4.613275881,4.11653034,4.941983916,5.616709118,5.838227027,4.085158623,4.138424687,4.691039172,3.348396791,3.403127684,3.096523317
mlc,3.902486666,2.875164209,3.145844317,2.888436333,2.950159195,2.988451466,3.058650775,3.514309881,2.577877013,3.348396791,2.837620345,2.231895253
mltA,4.974328164,5.577008641,5.69495211,5.955935414,5.55829488,5.99432964,3.789992042,4.433708824,5.382027282,3.979351652,4.761658349,4.636565409
mltB,3.090005404,2.429952245,1.772119263,2.607199367,3.296471463,3.732847941,1.675275111,1.593346297,2.089747114,1.142112545,2.27917705,0.804561649
mltC,2.700105232,3.7534632,3.013921285,3.616444367,3.943439326,4.08857301,1.845238606,1.909857469,2.829743201,2.03916712,1.887696574,1.458599818
mltD,4.689795299,5.367207619,5.384585423,5.620736573,6.092748287,6.288384022,6.143917186,6.324303976,6.560814243,6.054648136,6.365324338,5.915654518
mltE,2.607531025,3.263708482,3.934305241,4.246772757,2.89508645,3.303453074,2.988868548,2.960458629,2.709352471,3.348396791,3.478994982,1.898039616
mnmA,5.582315655,6.143043189,5.613958035,6.393744965,6.659057329,7.581957108,4.385234356,4.457779381,5.171279534,4.416595346,4.699676686,3.839737144
mnmC,3.450374263,2.937542598,3.958384548,4.065684724,2.699886861,3.756857825,1.481501414,3.026504243,3.676850297,2.464111871,3.920915173,4.256775916
mntH,4.215152564,4.775239862,4.928946305,4.552313088,4.995676481,4.860600284,4.903074115,4.738831449,3.676850297,4.507925192,4.025729113,4.636565409
mntR,3.22043646,2.809943836,3.546525499,3.982953598,2.83781076,3.506047009,2.838199673,3.467600001,2.829743201,2.973436686,3.051855849,3.096523317
moaA,3.978067213,3.163005359,3.103203875,3.378053213,3.922992093,3.871244468,2.915514321,2.81846539,3.314863079,2.885061637,2.837620345,2.92436909
moaB,3.940772686,2.429952245,1.06506632,1.789321157,2.823126441,2.193556411,2.258187993,1.402984775,1.335513986,1.863384156,2.717142687,2.501831767
moaC,2.869000612,1.069845507,-0.081165644,0.387042983,2.416015583,1.719858046,1.481501414,1.402984775,1.880704813,0.261889892,1.341744444,2.231895253
moaD,2.024617477,1.777799163,-0.081165644,1.429612449,2.529192451,1.752629909,2.669780771,0.915725688,1.335513986,2.195417295,2.096977156,-1.14456266
moaE,3.902486666,3.163005359,3.266654798,2.959587103,3.708748557,2.61960048,3.748448948,3.64597429,2.271761073,3.056677113,3.747834198,3.096523317
mobA,2.869000612,2.030199546,2.388448808,2.138078784,2.731706882,2.452362542,2.915514321,3.089641103,2.271761073,3.135350084,2.837620345,2.728660382
mobB,2.700105232,1.632120246,2.762849217,2.515506793,2.060925945,2.240104539,2.478808946,2.28107207,2.433038119,0.778581957,2.440603361,2.231895253
modA,2.287124403,2.141213121,1.977337143,2.467348851,2.376196883,2.452362542,2.372776568,2.044750511,3.043839098,1.662278962,1.887696574,1.898039616
modB,3.156702039,3.214239589,3.546525499,3.47819954,3.368889027,3.080286144,3.188788908,2.483565826,2.433038119,1.863384156,2.096977156,2.728660382
modC,3.090005404,3.263708482,2.524469212,3.060098585,2.852345945,3.487025063,2.577489015,2.167844039,2.433038119,1.662278962,2.096977156,3.096523317
modE,3.339999835,3.054700123,2.816710004,3.378053213,3.909197519,3.325046846,2.133511042,2.81846539,3.230082065,2.790871234,2.585564792,2.92436909
modF,5.388336631,6.0755466,6.360004327,6.462483749,6.916678209,5.692471083,4.181918076,4.79658715,5.101543425,4.621340262,3.807869657,4.10412621
moeA,5.097982093,5.344446285,4.866733062,4.968013545,5.608203012,4.893432489,4.721920155,5.204750747,3.857096996,4.91622588,4.959746448,5.066434401
moeB,4.797972256,4.808888284,4.45785161,4.575076579,5.182038652,4.282892008,3.86964614,4.738831449,3.965832754,4.565747746,4.421078721,3.933364168
mogA,4.049878631,3.645757877,3.909816478,4.049514254,4.208493184,4.037237106,4.385234356,4.852118296,4.01726939,4.507925192,4.458993237,3.739595723
mokC,0.169307087,0.813307996,0.328725926,-1.14456266,0.966163097,0.672123583,0.639427359,2.044750511,0.950201861,0.261889892,1.641516703,0.804561649
molR,0.169307087,0.04093922,1.393037856,1.939368689,0.90863663,1.38357723,1.481501414,2.044750511,0.396002577,0.778581957,0.400375956,0.804561649
motA,-1.14456266,0.813307996,0.864408982,0.124258233,0.408571111,0.993108595,0.154497435,0.10884003,0.950201861,1.142112545,-1.14456266,-1.14456266
mpl,5.906100286,5.937891749,5.824957373,5.955935414,6.483005475,6.187584745,5.208738863,5.724448251,5.476876255,5.59495019,5.608766201,5.429629227
mppA,4.87902582,4.063473801,3.934305241,3.722295367,3.909197519,4.063133718,4.181918076,4.225138912,3.799486457,4.416595346,4.123430944,4.327436117
mqo,4.818666763,5.606003759,5.292943071,5.880294484,4.570095835,6.455241647,1.481501414,2.385922444,3.043839098,2.03916712,2.27917705,0.804561649
mraW,5.934814509,5.32131999,5.89519354,5.364033933,5.724920954,5.446767864,5.928563589,5.847937377,5.125165448,5.523815701,6.017155953,5.796228829
mraY,5.981436797,5.777229285,6.682382527,6.161624566,6.152467024,6.243823034,4.825356113,5.838804605,5.889239204,5.740096078,5.429476593,4.843556128
mrcA,4.049878631,5.053067546,4.44086776,5.276487631,4.57883132,6.141263963,2.669780771,3.317609911,4.626286693,3.749023528,4.123430944,3.631962725
mrcB,6.248690719,6.368461869,6.5180902,6.393744965,6.580796772,6.157871141,5.177804473,5.792252753,5.847250244,5.801533629,6.324847044,5.461384545
mrdA,3.396246232,4.246571952,4.278273498,4.924366088,4.703883723,5.557879986,3.249685166,3.150115972,4.373576347,3.474683089,3.238206047,1.458599818
mrdB,4.644144788,5.067038761,5.59105596,5.637050292,5.129506138,4.984286358,4.587127522,4.738831449,4.48734413,4.285058031,3.551059262,3.389035879
